"codfunc","func","codcliente","cliente","codfilial","filial","codfornec","fornecedor","codprod","produto","numnota","qtd","vlrbonus","vlrunitario","datasaida"
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,227018,FLORA DIST PROD. DE HIG E LIMP LTDA- NEUTROX,6890,CR CO KOLENE 300G ORIG OL.ESSENC,2315325,3,0,2.39,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,227018,FLORA DIST PROD. DE HIG E LIMP LTDA- NEUTROX,6830,CR CO NEUTROX 100ML CLASSICO,2315325,3,0,1.80,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,10,CIGEL DISTRIBUIDORA DE COSMETICOS LTDA - CAP,79786,GEL FIX ALYNE 250G EXTREME FIX PRETO,2315325,2,0,2.19,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,83656,SH INF UMIDILIZ MURIEL 150ML BABY RS,2315325,2,0,2.33,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,87701,CO INF UMIDILIZ MURIEL 150ML BABY AZ,2315325,2,0,2.36,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,87703,UMIDILIZ UMIDIF INF MURIEL 150ML BABY AZ,2315325,2,0,2.48,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,93686,DES LEITE COLONIA 100ML TRAD VD,2315325,3,0,2.07,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,224758,DISTRIBUIDORA MEMPHIS LTDA.(PB),8205,DS A.FLORES 90ML F.ORIGINAL AZ,2315325,4,0,2.17,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,2527,LR NORDESTE S/A,54295,TALCO A-SEPT BARLA 80G,2315325,12,0,2.19,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,2488,HIGIE PLUS COTTONBABY IND. E COM. LTDA,57771,ABS COTTONBABY LADY 8UND SV S/ABA,2315325,12,0,1.42,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,259,MEREJE BRAZIL IND. DE METALURGIA DE PREC,59498,ALICATE MERHEJE CUTIC LILAS,2315325,3,0,2.69,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86369,CO S.LINE 300ML SOS BOMBA ORIGINAL,2315325,2,0,3.44,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,39,LABORATORIO MADREVITA LTDA,82937,ASEPTOL LIQ 90ML ROSAS MARROQUINAS,2315325,3,0,2.34,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,94259,DES LEITE COLONIA 100ML F. FANTAST RS,2315325,3,0,2.07,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,891,PONTELAND DISTRIBUICAO S/A,56276,SAB INF GRANADO 12X90G BEBE GLIC.TRAD*,2315325,1,0,7.12,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,891,PONTELAND DISTRIBUICAO S/A,82037,SAB INF LIQ GRANADO 250ML BEBE RF GLIC,2315325,4,0,3.39,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,7237,TALCO INF FLORA NENEN 180G,2315325,3,0,2.69,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,224070,QUIMICA AMPARO LTDA-SP (YPE SAB),99118,SAB YPE 12X85G SV AGUA COCO E ALECRIM VD,2315325,1,0,3.59,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,224070,QUIMICA AMPARO LTDA-SP (YPE SAB),99115,SAB YPE 12X85G SV FRESIA E PESSEGO LIL,2315325,1,0,3.59,2022-02-04 00:00:00.000
4731,Func 14,98958,Cliente 20,1,COML.SAARA LTDA. HBL,39,LABORATORIO MADREVITA LTDA,8424,ASEPTOL LIQ 200ML,2315325,3,0,2.89,2022-02-04 00:00:00.000
607,Func 10,15046,Cliente 36,3,COML.SAARA  LTDA,224597,SC JOHNSON DISTRIBUICAO LTDA(INSETICIDA/BAYGON),59501,RAID AERO 285ML ACAO TOTAL,1204847,36,0,2.86,2022-02-02 00:00:00.000
607,Func 10,15046,Cliente 36,3,COML.SAARA  LTDA,224597,SC JOHNSON DISTRIBUICAO LTDA(INSETICIDA/BAYGON),78068,RAID AERO 285ML MULT INSETO B.AGUA,1204847,132,0,2.86,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),98744,FDA HUGGIES T.PROT MG G 36UND,1204840,5,0,5.72,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,9703,KIMBERLY-CLARK BRASIL IND.COM (ADULTOS),84677,ROUPA INT PLENITUD 16UND PROT PLUS G/XG,1204840,1,0,6.20,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,97,KIMBERLY-CLARK BRASIL IND.COM (FAMILIA),91147,LC KLEENEX BOLSO TRAD 12X10UND C/DISP,1204840,1,0,4.15,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),55180,FDA HUGGIES T.PROT JB P 36UND,1204840,1,0,4.93,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),55179,FDA HUGGIES T.PROT JB XG 24UND,1204840,2,0,4.93,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),98745,FDA HUGGIES T.PROT MG XG 32UND,1204840,4,0,5.72,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,9703,KIMBERLY-CLARK BRASIL IND.COM (ADULTOS),84678,ROUPA INT PLENITUD 16UND PROT PLUS P/M,1204840,1,0,6.20,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2261,SC JOHNSON DISTRIBUICAO LTDA(OFF),82695,REPELE OFF LOCAO L200P117ML KIDS,1204840,3,0,3.75,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),98746,FDA HUGGIES T.PROT MG XXG 32UND,1204840,2,0,5.72,2022-02-02 00:00:00.000
1254,Func 5,11745,Cliente 5,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),91175,FDA HUGGIES S.CARE ROUPINHA JB XG 14UND,1204840,4,0,5.00,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,3,SINGER DO BRASIL INDUSTRIA E COMERCIO LTDA,97688,OLEO MAQ SINGER 100ML,1204838,6,0,2.14,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),76053,DR NIVEA 50ML MEN B&W POWER,1204838,2,0,2.30,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),98355,FDA HUGGIES T.PROT JBIN G 18UND,1204837,12,0,3.71,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),60775,SAB INF HUGGIES 12X75G SUAVE,1204837,1,0,5.48,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,93,CONDOR S.A (ORAL),42470,ED INF CONDOR DINOSSAURO R.3173,1204837,12,0,1.39,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,9302,CONDOR S.A (ESPONJA/PANO/LUVA),97364,LUVAS CONDOR COZINHA M 1PAR AM,1204837,3,0,3.23,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,221831,EVER GREEN IND. E COMERCIO LTDA,99474,MASCARA DESCARTAVEL NAT CLEAN 50UND,1204837,2,0,4.79,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,221831,EVER GREEN IND. E COMERCIO LTDA,78870,ABS NAT MAX POS PARTO ABA 10UND,1204837,9,0,1.82,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),98356,FDA HUGGIES T.PROT JBIN XG 14UND,1204837,8,0,3.71,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,227339,GENOMMA LABORATIES DO BRASIL LTDA,96513,SAB FAC ASEPXIA 80G ESFOL,1204837,2,0,2.81,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,224597,SC JOHNSON DISTRIBUICAO LTDA(INSETICIDA/BAYGON),96871,RAID AERO 420ML MULT INSETO A.PURI LMPM,1204837,3,0,3.07,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),99771,PATO PASTILHA 3UND FLORAL GTS 20%,1204837,3,0,2.13,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),89984,GLADE AERO 360ML LAVANDA PR ESP,1204838,3,0,2.86,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,226120,BDF NIVEA LTDA (HIDRATANTES),90808,HID NIVEA 200ML FIRMADOR Q10 P.SECA AZ,1204838,2,0,3.99,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,97,KIMBERLY-CLARK BRASIL IND.COM (FAMILIA),93509,PH NEVE 20M DUP 16X4UND SEDA VM,1204838,1,0,8.64,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,97,KIMBERLY-CLARK BRASIL IND.COM (FAMILIA),91147,LC KLEENEX BOLSO TRAD 12X10UND C/DISP,1204838,1,0,4.16,2022-02-02 00:00:00.000
4224,Func 3,3439,Cliente 26,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),96029,DF LYSOFORM 1L LAVANDA,1204838,3,0,2.76,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,221831,EVER GREEN IND. E COMERCIO LTDA,61531,P.DIARIO NAT DAILY 20UND,1204837,4,0,1.51,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,224558,CONDOR S.A -LA,14126,ESC SAPATO CONDOR 12UND R.1,1204837,1,0,8.72,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,97,KIMBERLY-CLARK BRASIL IND.COM (FAMILIA),80063,PANO SCOTT DURAMAX REUTIL ROLO BCO 58UND,1204837,3,0,3.12,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,2937,KIMBERLY-CLARK BRASIL IND.COM (INFANTIS),99612,FDA HUGGIES T.PROT JBIN M 18UND,1204837,10,0,3.71,2022-02-02 00:00:00.000
4224,Func 3,4292,Cliente 51,3,COML.SAARA  LTDA,9703,KIMBERLY-CLARK BRASIL IND.COM (ADULTOS),84314,ROUPA INT PLENITUD 8UND PROT PLUS G/XG,1204837,6,0,4.58,2022-02-02 00:00:00.000
4637,Func 9,84800,Cliente 56,3,COML.SAARA  LTDA,224558,CONDOR S.A -LA,60498,MOP CONDOR ALGODAO VAPT VUPT R.1550,1204843,3,0,4.79,2022-02-02 00:00:00.000
4637,Func 9,84800,Cliente 56,3,COML.SAARA  LTDA,224597,SC JOHNSON DISTRIBUICAO LTDA(INSETICIDA/BAYGON),87796,"RAID ELET 45N AP+REF 32,9ML PR ESP",1204843,6,0,3.24,2022-02-02 00:00:00.000
4637,Func 9,84800,Cliente 56,3,COML.SAARA  LTDA,97,KIMBERLY-CLARK BRASIL IND.COM (FAMILIA),93509,PH NEVE 20M DUP 16X4UND SEDA VM,1204843,1,0,8.94,2022-02-02 00:00:00.000
4637,Func 9,84800,Cliente 56,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),67243,PATO PASTILHA 3UND CITRUS,1204843,6,0,2.34,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),79663,GLADE PEDRA 25G LAVANDA GTS 25%,1204842,6,0,1.28,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,98,NUTRIMENTAL S/A. IND.COM.ALIM (BARRAS),76067,BC NUTRY 24X22G DSP AVEIA/BAN/MEL,1204842,1,0,5.13,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),76051,DA NIVEA 150ML FEM B&W CLEAR,1204842,2,0,3.15,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,115,BDF NIVEA LTDA (SUN),99329,P.SOLAR NIVEA 100ML PROTECT&HID F50,1204841,2,0,4.45,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),25215,DA NIVEA 150ML MEN DRY IMPACT,1204842,2,0,3.15,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,6,SC JOHNSON LTDA (PISOS/LIMP),15714,LUSTRA MOV.BRAVO BRIL PRAT 200ML LAV,1204841,6,0,2.27,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,222782,BDF NIVEA LTDA (BANHO),86322,SAB NIVEA 12X90G CREME CARE,1204841,1,0,5.47,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),79663,GLADE PEDRA 25G LAVANDA GTS 25%,1204844,6,0,1.27,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),79663,GLADE PEDRA 25G LAVANDA GTS 25%,1204841,6,0,1.27,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),90831,GLADE AERO 360ML L.INFANCIA PR ESP,1204841,3,0,2.86,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,225789,PROCTER & GAMBLE IND E COM. LTDA(LAVAND),95645,LR ARIEL REF 700ML CORES RADIANTES CX10,1204844,10,0,2.88,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),98800,AMAC DOWNY 450ML MISTICO,1204844,3,0,3.13,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),79848,AMAC DOWNY 500ML FRESCOR PRIMAVA RS,1204844,3,0,3.13,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),90359,PATO PEDRA 25G MARINE GTS 25%,1204842,6,0,1.28,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,224549,SC JOHNSON DISTRIBUICAO LTDA(AUTOMOTIVO),14539,CERA CARNU PASTA 200G,1204842,2,0,4.05,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),60441,DA NIVEA 150ML FEM PEARL&BEAUT,1204842,2,0,3.15,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,227413,FORT FLEX COMERCIAL LTDA,96778,SACO LIXO FRT ALMO AZ 10UND 30LT,1204842,5,0,1.69,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),84414,DA NIVEA 150ML FEM PROT&CARE,1204841,6,0,3.12,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,115,BDF NIVEA LTDA (SUN),74527,P.SOLAR NIVEA 125ML PROTECT&HID F30,1204841,2,0,5.25,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),98805,AMAC DOWNY 450ML PAIXAO,1204844,3,0,3.13,2022-02-02 00:00:00.000
8208,Func 13,37527,Cliente 22,3,COML.SAARA  LTDA,226120,BDF NIVEA LTDA (HIDRATANTES),96034,HID CR NIVEA 29G LATA (CXT C/6),1204839,6,0,2.96,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),76810,AMAC DOWNY 500ML LIRIOS CAMPO LIL,1204844,3,0,3.13,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),89985,GLADE PEDRA 25G PINHO GTS 25%,1204844,6,0,1.27,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),90356,PATO PEDRA 25G LAVANDA,1204841,12,0,1.46,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,224558,CONDOR S.A -LA,6210,VS CONDOR PELO C/CAB V-9,1204841,4,0,3.88,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,225789,PROCTER & GAMBLE IND E COM. LTDA(LAVAND),99037,LR ARIEL REF 700ML M.USO 3EM1 CX10,1204844,10,0,2.89,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,225789,PROCTER & GAMBLE IND E COM. LTDA(LAVAND),95645,LR ARIEL REF 700ML CORES RADIANTES CX10,1204842,10,0,2.90,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,115,BDF NIVEA LTDA (SUN),99328,P.SOLAR NIVEA 100ML PROTECT&HID F30,1204841,2,0,4.13,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),84414,DA NIVEA 150ML FEM PROT&CARE,1204842,2,0,3.15,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,227413,FORT FLEX COMERCIAL LTDA,96779,SACO LIXO FRT ALMO AZ 20UND 15LT,1204842,5,0,1.69,2022-02-02 00:00:00.000
4824,Func 12,97537,Cliente 19,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),89985,GLADE PEDRA 25G PINHO GTS 25%,1204842,6,0,1.28,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),76807,AMAC DOWNY 500ML BRISA VERAO AZ,1204844,3,0,3.13,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,50,PROCTER & GAMBLE IND E COML LTDA(AMAC),96678,AMAC DOWNY REF 400ML BRISA VERAO AZ,1204844,6,0,2.57,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),90359,PATO PEDRA 25G MARINE GTS 25%,1204844,6,0,1.27,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),89984,GLADE AERO 360ML LAVANDA PR ESP,1204841,6,0,2.86,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,93,CONDOR S.A (ORAL),16410,ED CONDOR TRIP MD R.3235-1,1204841,24,0,1.55,2022-02-02 00:00:00.000
4824,Func 12,38188,Cliente 57,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),60441,DA NIVEA 150ML FEM PEARL&BEAUT,1204841,6,0,3.12,2022-02-02 00:00:00.000
4824,Func 12,98851,Cliente 27,3,COML.SAARA  LTDA,224558,CONDOR S.A -LA,6294,VS CONDOR MADRI C/CAB,1204844,6,0,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,221831,EVER GREEN IND. E COMERCIO LTDA,61531,P.DIARIO NAT DAILY 20UND,1204808,12,30,1.52,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),90831,GLADE AERO 360ML L.INFANCIA PR ESP,1204808,6,30,2.80,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),90359,PATO PEDRA 25G MARINE GTS 25%,1204808,48,30,1.24,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),60441,DA NIVEA 150ML FEM PEARL&BEAUT,1204808,12,30,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),72430,P.DIARIO INT DAYS L40P30 C/PERF S/ABA,1204808,6,30,2.61,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),96164,P.DIARIO INT DAYS 15UND ANTIBAC S/ABA,1204808,12,30,1.85,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),88986,DA NIVEA 150ML MEN B&W FRESH,1204808,12,30,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),88165,P.DIARIO INT DAYS L40P30 FLEXIV S/ABA,1204808,6,30,2.61,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),72803,P.DIARIO INT DAYS 15UND C/ PERF S/ABA,1204808,12,30,1.85,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,221831,EVER GREEN IND. E COMERCIO LTDA,67375,P.DIARIO DEFINITY DAYS 15UND S/ABA,1204808,12,30,1.77,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),89984,GLADE AERO 360ML LAVANDA PR ESP,1204808,6,30,2.80,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),69506,ABS INTIMUS NOT 8UND SEC C/ABA,1204808,0,30,0.00,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),76054,DA NIVEA 150ML MEN B&W POWER,1204808,12,30,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),57601,ABS INTIMUS NOT 8UND SV C/ABA,1204808,60,30,2.19,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,224546,SC JOHNSON DISTRIBUICAO LTDA(BANHEIRO),79663,GLADE PEDRA 25G LAVANDA GTS 25%,1204808,48,30,1.24,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),84414,DA NIVEA 150ML FEM PROT&CARE,1204808,12,30,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,11502,BDF NIVEA LTDA (DEO),88069,DA NIVEA 150ML MEN ORIG PROT,1204808,6,30,3.03,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),96686,P.DIARIO INT DAYS 40UN ANTIB S/ABA LMPM,1204808,6,30,2.61,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),72417,P.DIARIO INT DAYS L40P30 S/PERF S/ABA,1204808,6,30,2.61,2022-02-02 00:00:00.000
8112,Func 17,69535,Cliente 52,3,COML.SAARA  LTDA,107,KIMBERLY-CLARK KENKO INDUST (FEMININOS),15970,P.DIARIO INT DAYS 15UND S/PERF S/ABA,1204808,12,30,1.85,2022-02-02 00:00:00.000
8127,Func 6,95782,Cliente 2,3,COML.SAARA  LTDA,224548,SC JOHNSON DISTRIBUICAO LTDA(PURIFICADO),87099,GLADE GEL 70G LAVANDA 1UND,1204846,6,0,2.27,2022-02-02 00:00:00.000
8127,Func 6,37968,Cliente 2,3,COML.SAARA  LTDA,222782,BDF NIVEA LTDA (BANHO),84419,SAB LIQ NIVEA 250ML CREME CARE,1204836,2,0,2.64,2022-02-02 00:00:00.000
8127,Func 6,95782,Cliente 2,3,COML.SAARA  LTDA,226123,BDF NIVEA LTDA (MEN),87352,CR BARB NIVEA 65G SENSI 2EM1,1204845,4,0,2.43,2022-02-02 00:00:00.000
